X,Y,mw,fsp3,n_lipinski_hba,n_lipinski_hbd,n_rings,n_hetero_atoms,n_heavy_atoms,n_rotatable_bonds,n_radical_electrons,tpsa,qed,clogp,sas,n_aliphatic_carbocycles,n_aliphatic_heterocyles,n_aliphatic_rings,n_aromatic_carbocycles,n_aromatic_heterocyles,n_aromatic_rings,n_saturated_carbocycles,n_saturated_heterocyles,n_saturated_rings
CCCCC(C)(C)[C@@H](O)/C=C/[C@@H]1[C@H](C/C=C\CCCC(=O)O)[C@@H](Cl)C[C@@H]1O,0.8,400.238037344001,0.7727272727272727,4,3,1,5,27,17,0,77.76,0.24647390560423937,4.925500000000004,8.920492484834284,1,0,1,0,0,0,1,0,1
CN1Cc2c(N)cccc2[C@H](c2ccccc2)C1,6.5,238.146998576,0.25,2,2,3,2,18,3,0,29.259999999999998,0.7740399810607017,2.8461000000000016,7.1631143189846735,0,1,1,2,0,2,0,0,0
CC(C)(F)C[C@@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,108.0,525.1709256040007,0.44,6,2,3,11,36,12,0,99.06,0.46543875908402327,4.629280000000003,7.879397947872367,1,0,1,2,0,2,1,0,1
CO[C@H]1C[C@@H](O[C@H]2[C@H](C)[C@@H](O[C@H]3O[C@@H](C)C[C@H](N(C)C)[C@H]3O)[C@@H](C)C[C@]3(CO3)C(=O)[C@H](C)[C@@H](O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1O,1.05,687.4193763920017,0.9428571428571428,13,3,4,13,48,20,0,165.98,0.27419520694933036,1.9085000000000032,9.677876710786794,0,4,4,0,0,0,0,4,4
COc1ccsc1CNCC[C@]1(c2ccccn2)CCOC2(CCCC2)C1,1.8,386.2027992000008,0.5909090909090909,4,1,4,5,27,8,0,43.379999999999995,0.7010811066938075,4.692600000000004,8.48455325655914,1,1,2,0,2,2,1,1,2
CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,15.0,556.289699620001,0.5517241379310345,11,7,4,11,40,14,0,176.65999999999997,0.28021986209358013,1.3223000000000011,8.812691186962967,3,0,3,1,0,1,0,0,0
COc1ccc(/C=C/c2cc(OC)c(OC)c(OC)c2)cc1NC(=O)[C@H](N)CO,0.26,402.17908655200074,0.2857142857142857,8,4,2,8,29,15,0,112.27000000000001,0.5510440775618912,2.1495,7.494894302421149,0,0,0,2,0,2,0,0,0
Cc1nccn1C[C@H]1CCc2c(c3ccccc3n2C)C1=O,3.4,293.1528122280005,0.3333333333333333,4,0,4,4,22,4,0,39.82,0.7280085381147323,3.1285200000000017,6.171929103197567,1,0,1,1,2,3,0,0,0
O=C(O)CCCSCCN1C(=O)CC[C@@H]1/C=C\[C@@H](O)Cc1ccc(F)cc1,0.38,395.15665753200074,0.5,5,2,2,7,27,12,0,77.84,0.44500429248609513,2.8743000000000007,8.0757948939733,0,1,1,1,0,1,0,1,1
CC(=O)Nc1ccc(C2=NNC(=O)C[C@@H]2C)cc1,70.0,245.11642672,0.3076923076923077,5,2,2,5,18,4,0,70.56,0.8286004463661936,1.5051,7.866849369600781,0,1,1,1,0,1,0,0,0
COc1cccc2c(C(=O)N3CCN(C)[C@@H](C)C3)cn(CC3CCCCC3)c12,4.2,383.2572772960009,0.6086956521739131,5,0,4,5,28,7,0,37.71,0.8006744618252924,4.006300000000003,8.182240431702708,1,1,2,1,1,2,1,1,2
CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@@H](N)[C@H]1NC(C)=O,1.8,284.1736072480007,0.7142857142857143,6,4,1,6,20,10,0,101.65,0.669590437298308,0.8069000000000008,8.186296734379438,1,0,1,0,0,0,0,0,0
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=N[C@H]1O,6.7,286.0509052720003,0.06666666666666667,4,2,3,5,20,2,0,61.69,0.84572924577293,2.4479,7.4111531206756025,0,1,1,2,0,2,0,0,0
NC(=O)CN1C[C@@H](O)CC1=O,7.5,158.06914218,0.6666666666666666,5,3,1,5,11,3,0,83.63,0.49031399166066975,-1.9350999999999996,7.5292326642022065,0,1,1,0,0,0,0,1,1
CCN(CC)CC#CCOC(=O)[C@](O)(c1ccccc1)C1CCCCC1,7.2,357.2303938520009,0.5909090909090909,4,1,2,4,26,10,0,49.769999999999996,0.6005702926906202,3.342900000000002,8.225174680555352,1,0,1,1,0,1,1,0,1
C[C@]12C[C@]3(O)O[C@H](O1)[C@@]1(COC(=O)c4ccccc4)[C@@H]3C[C@]12O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,1.49,480.1631617160007,0.6956521739130435,11,5,8,11,34,12,0,164.37,0.30559068332365197,-1.3574999999999986,9.229556208449619,3,4,7,1,0,1,3,4,7
Nc1cc(OCC2CC2)c(C(=O)N[C@@H]2CN3CCC2CC3)cc1Cl,13.5,349.15570468800064,0.6111111111111112,5,3,5,6,24,6,0,67.58999999999999,0.8015268924231373,2.535000000000001,8.23421175178051,1,3,4,1,0,1,1,3,4
CC(=O)O[C@H]1C[C@@H]2CC[C@H]3[C@H]4C[C@H]([N+]5(C)CCCCC5)[C@H](OC(C)=O)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1,1.9,572.4542112401817,0.9428571428571428,6,0,6,6,41,10,0,52.6,0.30133279842362654,6.110500000000007,9.351242541300211,4,2,6,0,0,0,4,2,6
C[C@H](/C=C\[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C\C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C,5.3,416.3290452680012,0.7777777777777778,3,3,3,3,30,13,0,60.69,0.5141969070179694,5.560600000000006,9.124600555175643,3,0,3,0,0,0,3,0,3
CC(C)(S)[C@H](N)C(=O)O,3.04,149.051049592,0.8,3,3,0,4,9,6,0,63.32000000000001,0.4880905977699923,0.10669999999999985,6.108515522203297,0,0,0,0,0,0,0,0,0
CC(C)=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@@H]1[C@H]2C,2.5,285.20926448400076,0.5789473684210527,2,1,3,2,21,7,0,23.47,0.8335259245753123,3.8826000000000027,8.763569147413053,1,1,2,1,0,1,0,1,1
CCC[C@H](C)C1(CC)C(=O)NC(=O)NC1=O,22.0,226.131742436,0.7272727272727273,5,2,1,5,16,7,0,75.27000000000001,0.7067836690245719,1.1849999999999998,6.4675487342248665,0,1,1,0,0,0,0,1,1
OC[C@@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O,5.3,268.11715499200034,0.6363636363636364,8,4,3,8,19,5,0,112.13000000000001,0.5369588450641498,-1.1798000000000006,7.868457508647441,0,2,2,0,1,1,0,1,1
CCC[C@@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,29.0,340.19982199600076,0.8235294117647058,7,3,2,7,24,9,0,106.94000000000001,0.6476312865899645,1.4621,8.515457180811788,1,1,2,0,0,0,1,1,2
C[C@@H](Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,0.91,364.10929274000057,0.47058823529411764,7,2,3,8,25,8,0,95.94000000000001,0.7594682915498001,1.0855999999999997,7.777768135427202,0,2,2,1,0,1,0,2,2
CCOC(=O)C1(c2ccccc2)CCN(CC[C@@H](O)c2ccccc2)CC1,3.22,367.2147437880008,0.43478260869565216,4,1,3,4,27,9,0,49.769999999999996,0.7582149243735429,3.7070000000000025,8.108477616659787,0,1,1,2,0,2,0,1,1
COc1ccc(-c2nc3cc(C4=NNC(=O)C[C@@H]4C)ccc3[nH]2)cc1,1.8,334.1429758160005,0.21052631578947367,6,2,4,6,25,5,0,79.37,0.7722744312422717,3.098600000000001,2.271319493320064,0,1,1,2,1,3,0,0,0
CC(C)NC[C@@H](O)COc1cccc2[nH]ccc12,2.2,248.15247788,0.42857142857142855,4,3,2,4,18,9,0,57.279999999999994,0.7315916457547718,1.9055999999999995,7.547847355351036,0,0,0,1,1,2,0,0,0
CC(=O)O[C@H]1C[C@@H]2CC[C@H]3[C@@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1,1.9,602.4760093041817,0.9428571428571428,8,0,6,8,43,12,0,59.08,0.3620424161456103,3.633500000000006,9.37635885931406,4,2,6,0,0,0,4,2,6
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@](O)(C(=O)CO)C[C@@H]3O[C@@H]1C[C@@H](N)[C@H](O[C@@H]2CCCCO2)[C@H](C)O1,11.1,627.2315756240009,0.53125,13,6,6,13,45,14,0,204.29999999999998,0.23627210692316827,1.5521999999999991,8.852795555918075,2,2,4,2,0,2,0,2,2
C[C@@H]1CCC[C@@H](C)N1CCC[C@](O)(c1ccccc1)c1ccccn1,8.4,338.23581358000087,0.5,3,1,3,3,25,9,0,36.36,0.8499586361459243,4.360600000000004,8.55383063975004,0,1,1,1,1,2,0,1,1
CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C\c2ccccc2)[nH]c1=O,6.3,336.15862588000056,0.21052631578947367,6,3,3,6,25,2,0,94.4,0.6441645741486136,0.7413999999999987,7.937415949827999,0,0,0,1,2,3,0,0,0
CCCN=C1S/C(=C/c2ccc(OC[C@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,32.9,460.1223559600007,0.30434782608695654,6,2,3,8,31,12,0,82.36,0.5747649132046131,4.267320000000003,7.379563687029822,0,1,1,2,0,2,0,1,1
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H]21,0.78,424.2461034920009,0.7391304347826086,7,4,2,7,30,16,0,124.29,0.39708378626335494,2.4404000000000003,8.960440893450206,2,0,2,0,0,0,0,0,0
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@H]2C(=O)C[C@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,2.9,358.1780239320007,0.6666666666666666,5,2,4,5,26,6,0,91.66999999999999,0.784833280255696,1.7658,8.475536003624988,4,0,4,0,0,0,3,0,3
CCCN[C@H](C)C(=O)Nc1ccccc1C,1.8,220.15756326,0.46153846153846156,3,2,1,3,16,8,0,41.13,0.7992484445643814,2.3216200000000002,7.415527303107332,0,0,0,1,0,1,0,0,0
COc1cc(N[C@@H](C)CCCN)c2ncccc2c1,7.1,259.1684622920001,0.4,4,3,2,4,19,9,0,60.17,0.8371289360458547,2.782700000000001,7.307488446771504,0,0,0,1,1,2,0,0,0
O[C@@](CCN1CCCC1)(c1ccccc1)C1CCCCC1,12.0,287.2249145480008,0.6842105263157895,2,1,3,2,21,6,0,23.47,0.8863958351409401,3.940400000000003,8.200351481318762,1,1,2,1,0,1,1,1,2
C[C@H](CN1c2ccccc2Sc2ccccc21)N(C)C,14.0,284.1347196400005,0.29411764705882354,2,0,3,3,20,6,0,6.48,0.8321538928687809,4.239400000000003,6.985913284942394,0,1,1,2,0,2,0,0,0
CCCNC[C@H](O)COc1ccccc1C(=O)CCc1ccccc1,2.1,341.19909372400076,0.38095238095238093,4,2,2,4,25,13,0,58.559999999999995,0.4865357366381187,3.2414000000000023,8.007470168711363,0,0,0,2,0,2,0,0,0
CC(C)NC[C@H](O)COc1cccc2ccccc12,3.4,259.1572289120001,0.375,3,2,2,3,19,9,0,41.489999999999995,0.8375057924076362,2.5775000000000006,7.642624129161196,0,0,0,2,0,2,0,0,0
C[C@@H](O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,7.8,238.106590308,0.5,7,1,2,7,17,6,0,82.05000000000001,0.7132465100276424,-1.1855,7.291655126170108,0,0,0,0,2,2,0,0,0
CCN(CC)CCC[C@@H](C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,120.0,399.20774026000083,0.43478260869565216,4,1,3,5,28,13,0,37.39,0.4493831432285027,5.972400000000006,7.96326121679418,0,0,0,2,1,3,0,0,0
C[C@@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,2.3,410.1841719320007,0.34782608695652173,7,3,3,7,30,9,0,106.94000000000001,0.615238723910451,2.0885999999999996,8.206902296674556,0,1,1,2,0,2,0,0,0
C=C[C@H]1CN2CC[C@@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,6.6,324.1837780080007,0.45,4,1,5,4,24,6,0,45.59,0.8776016184783941,3.1732000000000014,8.76112564577881,0,3,3,1,1,2,0,3,3
C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,11.0,324.1837780080007,0.45,4,1,5,4,24,6,0,45.59,0.8776016184783941,3.1732000000000014,8.76112564577881,0,3,3,1,1,2,0,3,3
CCN1CCC[C@@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,14.0,346.08509786000053,0.5333333333333333,5,2,2,7,22,8,0,61.80000000000001,0.8598510559963801,2.9217000000000013,4.988160728661199,0,1,1,1,0,1,0,1,1
CCC(=O)NCC[C@H]1CCc2ccc3c(c21)CCO3,1.9,259.1572289120001,0.5625,3,1,3,3,19,5,0,38.33,0.9021804790562545,2.5676000000000005,7.222965354843046,1,1,2,1,0,1,0,0,0
CC(C)(C)S(=O)(=O)C[C@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1,5.2,630.3451063200015,0.6666666666666666,10,5,4,11,44,17,0,161.48,0.20206140294132865,3.0962000000000023,9.16940631719855,2,0,2,1,1,2,2,0,2
NC(=O)c1ncn([C@@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)n1,45.0,244.080769484,0.625,9,5,2,9,17,6,0,143.72000000000003,0.44284203167437103,-3.0114999999999994,6.637641006378317,0,1,1,0,1,1,0,1,1
C[C@H](NCCc1ccc(O)cc1)[C@@H](O)c1ccc(O)cc1,2.6,287.1521435320006,0.29411764705882354,4,4,2,4,21,10,0,72.72,0.6579030127323875,2.3520000000000003,7.959853448940728,0,0,0,2,0,2,0,0,0
Nc1nc(/C(=N\O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4/CCN(CC(F)(F)F)C4=O)CS[C@H]23)cs1,3.8,546.0603089240005,0.3684210526315789,12,5,4,17,36,8,0,178.51999999999998,0.1289157267110075,0.36319999999999997,7.8427370347693195,0,3,3,0,1,1,0,2,2
C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@H](N6CCOCC6)C[C@@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1,1.6,529.3999845960914,0.90625,6,1,6,6,38,9,0,59.00000000000001,0.32490282166161777,4.407500000000003,9.331505358542877,4,2,6,0,0,0,4,2,6
CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCCC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@H]12,8.8,527.2267650160007,0.5185185185185185,11,6,5,11,38,12,0,170.86999999999998,0.3025327115135259,0.46980000000000227,8.66302514179678,3,1,4,1,0,1,0,1,1
CCCn1c(=O)c2[nH]c(C34C[C@H]5CC3C[C@@H](C5)C4)nc2n(CCC)c1=O,18.1,356.2212261360008,0.75,6,1,6,6,26,7,0,72.68,0.8952115783037842,2.7840000000000007,8.661292257736314,4,0,4,0,2,2,4,0,4
C/C=C1/NC(=O)[C@H]2CSSCC/C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,11.0,540.2076268720009,0.625,10,4,2,12,36,7,0,142.70000000000002,0.17833858604326225,1.4296000000000009,9.137672845445024,0,2,2,0,0,0,0,1,1
CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/[C@@]2(C)O[C@H]2[C@@H]1C,3.34,581.3563822120013,0.8387096774193549,10,2,3,10,41,16,0,135.13,0.2738139993611717,2.6704000000000017,9.446047153743015,0,3,3,0,0,0,0,2,2
CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c1ccccn1,3.9,357.11471246800056,0.2777777777777778,6,1,3,7,25,8,0,71.53,0.820854752782777,2.490900000000001,6.312080454904142,0,1,1,1,1,2,0,1,1
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C\[C@@H](O)C[C@@H](O)CC(=O)O,2.0,481.1682848360007,0.4090909090909091,9,3,2,11,33,16,0,140.92,0.4698020340853984,2.4017,8.004671616837047,0,0,0,1,1,2,0,0,0
CN(C(=O)Cc1cccc2sccc12)[C@@H]1CCCC[C@@H]1N1CCCC1,5.5,356.19223451600084,0.5714285714285714,3,0,4,4,25,5,0,23.550000000000004,0.8148988313319115,4.309200000000003,8.232602760947406,1,1,2,1,1,2,1,1,2
C[C@@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,21.67,302.14305606800053,0.23529411764705882,4,3,2,5,22,8,0,64.35,0.8250455320199922,2.3681,6.545785547181487,0,0,0,2,0,2,0,0,0
CC(C)(C)NC(=O)[C@@H]1C[C@H]2CCCC[C@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,13.0,670.3842687000014,0.5,11,6,5,11,49,13,0,166.75,0.19750207121883465,3.092400000000003,9.196592100614575,1,1,2,2,1,3,1,1,2
N#C[C@H]1C[C@H]2C[C@H]2N1C(=O)[C@@H](N)C12C[C@@H]3C[C@H](CC(O)(C3)C1)C2,7.5,315.19467704000067,0.8888888888888888,5,3,6,5,23,4,0,90.35000000000001,0.7998067802808753,1.157979999999999,8.98610571022667,5,1,6,0,0,0,5,1,6
CN1[C@@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,4.5,303.14705815200057,0.5882352941176471,5,1,4,5,22,6,0,62.3,0.6618093940597772,0.9180999999999995,8.721046337274583,0,3,3,1,0,1,0,3,3
O=C(O)[C@H]1O[C@H](Oc2cc3oc(-c4ccc(O)cc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,1.18,462.07982601600037,0.23809523809523808,12,7,4,12,33,10,0,207.35,0.25261282725264217,-0.15220000000000056,7.747278556015469,0,1,1,2,1,3,0,1,1
CC(C)NC[C@H](O)c1ccc(NS(C)(=O)=O)cc1,6.3,272.11946350000045,0.5,5,3,1,6,18,10,0,78.43,0.7241218527557277,1.0895000000000001,7.33773666675202,0,0,0,1,0,1,0,0,0
CN[C@H]1[C@H](O)[C@H](NC)[C@H]2O[C@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O,1.8,332.15835110800066,0.9285714285714286,9,5,3,9,23,8,0,129.51,0.3608202823251693,-2.9255999999999953,8.643990868978241,1,2,3,0,0,0,1,2,3
CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@H](NCCCNCCCCN)CC[C@@]4(C)[C@H]3CC[C@]12C)OS(=O)(=O)O,9.5,627.4644931800019,1.0,8,6,4,9,43,24,0,133.91,0.11107883495305801,5.553200000000005,9.506250602720119,4,0,4,0,0,0,4,0,4
O=C(Cn1ccnc1[N+](=O)[O-])NC[C@H](O)C(F)(F)F,3.45,282.05758942800026,0.5,8,2,1,11,19,6,0,110.29,0.5751760005114083,-0.16930000000000023,6.699186200866302,0,0,0,0,1,1,0,0,0
CC1(C)[C@H](C(=O)O)N2C(=O)C[C@@H]2S1(=O)=O,1.1,233.035793452,0.75,6,1,2,7,15,3,0,91.75,0.5988163606060163,-0.794999999999999,7.5855951828117645,0,2,2,0,0,0,0,2,2
Cc1cc(N=S(=O)(O)c2ccc(N)cc2)no1,9.8,253.052112212,0.1,6,3,2,7,17,5,0,101.71,0.7985923602882252,2.1968199999999998,7.514895230966637,0,0,0,1,1,2,0,0,0
Cc1noc(N=S(=O)(O)c2ccc(N)cc2)c1C,7.4,267.0677622760003,0.18181818181818182,6,3,2,7,18,6,0,101.71,0.8137801559295623,2.5052400000000006,7.644794895261776,0,0,0,1,1,2,0,0,0
C[C@@H](C(=O)O)c1ccc(C(=O)c2cccs2)cc1,2.1,260.0507152440001,0.14285714285714285,3,1,2,4,18,5,0,54.37,0.8589607719574609,3.167200000000001,7.478407468030019,0,0,0,1,1,2,0,0,0
Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@@H]2C)c1,10.37,450.1571016560006,0.30434782608695654,8,0,5,9,32,5,0,80.29,0.46694253158904875,4.111320000000004,6.413492683247566,0,1,1,2,2,4,0,1,1
CC(C)(C)NC[C@@H](O)COc1ccc(NC(=O)NC2CCCCC2)cc1,11.0,363.2521919160009,0.65,6,4,2,6,26,8,0,82.62,0.5991629276965469,3.268600000000002,8.360523352277502,1,0,1,1,0,1,1,0,1
C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C/C=C(\C)C(=O)NC(=CC1=O)C2=O,3.0,585.3050153360012,0.4838709677419355,11,5,2,11,42,13,0,166.28,0.27059417062584445,2.537600000000001,9.357181487571113,1,1,2,0,0,0,0,0,0
O=C(O)[C@H](O)Cc1ccc(O)c(O)c1,0.37,198.05282341999998,0.2222222222222222,5,4,1,5,14,6,0,97.99000000000001,0.5156665424117731,0.08580000000000004,7.624427930394875,0,0,0,1,0,1,0,0,0
O=c1[nH]c(=O)n([C@@H]2CCCO2)cc1F,8.69,200.059720368,0.5,5,1,2,6,14,1,0,64.09,0.6927125296086032,-0.015300000000000313,7.055918957253516,0,1,1,0,1,1,0,1,1
CCCCCNC(=N)N/N=C\c1c[nH]c2ccc(OC)cc12,11.0,301.19026035600064,0.375,6,4,2,6,22,9,0,85.29,0.27445764234511183,2.8145700000000007,6.9689431814005145,0,0,0,1,1,2,0,0,0
CO[C@@]1(NC(=O)[C@H](C(=O)O)c2ccsc2)C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]21,4.1,414.0555429160005,0.5,9,3,3,11,27,9,0,133.23999999999998,0.3485928850006271,0.5220999999999996,7.260269013472982,0,2,2,0,1,1,0,2,2
NC(=O)N1C(=O)C(=C(O)c2cccs2)c2cc(Cl)ccc21,22.7,320.00224082800025,0.0,5,3,3,7,21,2,0,83.63000000000001,0.6245847681622615,3.2531000000000008,6.404958648122806,0,1,1,1,1,2,0,0,0
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,16.0,656.1563620840009,0.46875,13,3,8,14,46,11,0,160.83,0.33279567772779733,2.752900000000001,8.869941078646711,1,4,5,2,1,3,0,3,3
COc1cc2nc(N3CCN(C(=O)[C@@H]4CCCO4)CC3)nc(N)c2cc1OC,9.0,387.19065428000073,0.5263157894736842,9,2,4,9,28,7,0,103.04,0.8306226664509899,1.0567999999999995,6.952374286603833,0,2,2,1,1,2,0,2,2
CC(C)(C)NC[C@H](O)c1cc(O)cc(O)c1,15.0,225.136493468,0.5,4,4,1,4,16,6,0,72.72,0.6290731330689312,1.5192999999999997,7.501332655675148,0,0,0,1,0,1,0,0,0
C[C@H](CC(c1ccccc1)c1ccccc1)NC(C)(C)C,56.0,281.2143498640007,0.4,1,1,2,1,21,6,0,12.03,0.8142368841249362,4.985200000000004,7.954575680002795,0,0,0,2,0,2,0,0,0
COc1ccccc1Oc1c(NS(=O)(=O)C2C=CC(C(C)C)=CN2)nc(-c2ccnc(-c3nnn[nH]3)c2)nc1OCCO,3.8,607.1961506480011,0.25925925925925924,15,4,5,16,43,16,0,199.25,0.18337305655913244,2.6578000000000004,7.794985293913979,0,1,1,1,3,4,0,0,0
O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,4.7,258.06405680000006,0.23076923076923078,6,1,3,6,19,1,0,83.55000000000001,0.7233587999857974,0.08779999999999993,6.833501817519615,0,2,2,1,0,1,0,1,1
CCC[C@@H](C)C1(CC)C(=O)NC(=S)NC1=O,2.0,242.108898816,0.7272727272727273,4,2,1,5,16,7,0,58.2,0.5777126778981032,1.3498999999999999,6.709023498874303,0,1,1,0,0,0,0,1,1
Cc1ccsc1C(=CCCN1CCC[C@H](C(=O)O)C1)c1sccc1C,10.0,375.1326710400007,0.45,3,1,3,5,25,8,0,40.540000000000006,0.7683688060325685,5.044840000000004,7.608121737749299,0,1,1,0,2,2,0,1,1
CN1c2ccccc2[C@H](NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,1.4,436.1223559600006,0.38095238095238093,6,2,3,8,29,9,0,86.71000000000001,0.6055890008979128,4.192600000000003,7.5465374061429,0,1,1,2,0,2,0,0,0
CC1(C)S[C@@H]2[C@@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,1.0,384.0449782320004,0.4666666666666667,8,3,3,10,25,7,0,124.01,0.5000831278778665,0.5479999999999997,6.868320074015164,0,2,2,0,1,1,0,2,2
CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@@H]3[C@@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@]3(O)C(O)=C1C2=O,48.0,585.2798632080011,0.5172413793103449,13,8,4,13,42,14,0,205.75999999999996,0.18087523730691585,0.5132000000000028,8.769176471443444,3,0,3,1,0,1,0,0,0
Cc1cccc(C)c1NC(=O)[C@H](C)N,12.0,192.126263132,0.36363636363636365,3,3,1,3,14,6,0,55.120000000000005,0.7472361299391437,1.58914,6.102856631426705,0,0,0,1,0,1,0,0,0
Cc1ccccc1OC[C@H](O)CNCCOc1ccc(C(N)=O)cc1,2.5,344.1736072480007,0.3157894736842105,6,4,2,6,25,12,0,93.81,0.5680521002826907,1.5022199999999999,7.629932861287753,0,0,0,2,0,2,0,0,0
CCCCNC(=O)N=S(=O)(O)c1ccc(C)cc1,7.0,270.1038134360004,0.4166666666666667,5,2,1,6,18,7,0,78.76,0.8256121358002397,2.804620000000001,6.890421100660883,0,0,0,1,0,1,0,0,0
Cc1cccc(N2C[C@H](CO)OC2=O)c1,1.6,207.089543276,0.36363636363636365,4,1,2,4,15,4,0,49.77,0.7950896625084042,1.31252,7.771412373823781,0,1,1,1,0,1,0,1,1
Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCC[C@@H](O)c3cc(Cl)ccc32)c(C)c1,2.9,448.1553703400007,0.23076923076923078,5,2,4,6,32,6,0,69.64,0.540891219756549,5.683140000000005,7.3611698945037425,0,1,1,3,0,3,0,0,0
C[C@@H]1C(S[C@H]2C[C@@H](C(=O)N3CC[C@H](NC(=O)CNC(=N)N)C3)N(C)C2)=C(C(=O)O)N2C(=O)[C@H]([C@@H](C)O)[C@@H]12,1.7,537.236952840001,0.6956521739130435,13,7,4,14,37,12,0,192.39,0.11626338863132478,-1.8538299999999928,8.819596762989477,0,4,4,0,0,0,0,3,3
